Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
3236	Bacteria	Listeria monocytogenes (firmicutes) HPB5622	2017-01	2	0	4	|GCA_001952775.1|GCF_001952775.1|Listeria monocytogenes (firmicutes) HPB5622|CP019168.1|pLM5578 Plasmid|CP019167.1|ANONYMOUS Chromosome	7	0
3237	Bacteria	Listeria monocytogenes (firmicutes) HPB913	2016-12	1	0	4	|GCA_001913195.1|GCF_001913195.1|Listeria monocytogenes (firmicutes) HPB913|CP018685.1|ANONYMOUS Chromosome	7	0
3238	Bacteria	Listeria monocytogenes (firmicutes) ICDC-LM188	2017-03	1	1	3	|GCA_002043045.1|GCF_002043045.1|Listeria monocytogenes (firmicutes) ICDC-LM188|CP015593.1|ANONYMOUS Chromosome	37	1
3239	Bacteria	Listeria monocytogenes (firmicutes) IZSAM_Lm_15_17439_A144	2016-01	1	0	3	|GCA_001513695.1|GCF_001513695.1|Listeria monocytogenes (firmicutes) IZSAM_Lm_15_17439_A144|CP013919.1|ANONYMOUS Chromosome	7	0
3240	Bacteria	Listeria monocytogenes (firmicutes) J2-031	2013-07	1	1	3	|GCA_000438645.1|GCF_000438645.1|Listeria monocytogenes (firmicutes) J2-031|CP006593.1|ANONYMOUS Chromosome	29	0
3241	Bacteria	Listeria monocytogenes (firmicutes) JF5171	2015-08	1	1	2	|GCA_001262395.1|GCF_001262395.1|Listeria monocytogenes (firmicutes) JF5171|CM003382.1|1 Chromosome	32	0
3242	Bacteria	Listeria monocytogenes (firmicutes) L1846	2015-06	1	1	4	|GCA_001027085.1|GCF_001027085.1|Listeria monocytogenes (firmicutes) L1846|CP007688.1|ANONYMOUS Chromosome	40	5
3243	Bacteria	Listeria monocytogenes (firmicutes) L2074	2015-06	1	0	2	|GCA_001027065.1|GCF_001027065.1|Listeria monocytogenes (firmicutes) L2074|CP007689.1|ANONYMOUS Chromosome	5	0
3244	Bacteria	Listeria monocytogenes (firmicutes) L2625	2015-06	1	1	3	|GCA_001027125.1|GCF_001027125.1|Listeria monocytogenes (firmicutes) L2625|CP007687.1|ANONYMOUS Chromosome	18	0
3245	Bacteria	Listeria monocytogenes (firmicutes) L2626	2015-06	1	1	3	|GCA_001027245.1|GCF_001027245.1|Listeria monocytogenes (firmicutes) L2626|CP007684.1|ANONYMOUS Chromosome	39	1
3246	Bacteria	Listeria monocytogenes (firmicutes) L2676	2015-06	1	1	4	|GCA_001027205.1|GCF_001027205.1|Listeria monocytogenes (firmicutes) L2676|CP007685.1|ANONYMOUS Chromosome	37	1
3247	Bacteria	Listeria monocytogenes (firmicutes) Lm16	2018-03	1	1	4	|GCA_002966935.1|GCF_002966935.1|Listeria monocytogenes (firmicutes) Lm16|CP027029.1|ANONYMOUS Chromosome	67	1
3248	Bacteria	Listeria monocytogenes (firmicutes) Lm 3136	2015-12	1	0	1	|GCA_001483425.1|GCF_001483425.1|Listeria monocytogenes (firmicutes) Lm 3136|CP013723.1|ANONYMOUS Chromosome	4	0
3249	Bacteria	Listeria monocytogenes (firmicutes) Lm 3163	2015-12	1	2	5	|GCA_001483405.1|GCF_001483405.1|Listeria monocytogenes (firmicutes) Lm 3163|CP013722.1|ANONYMOUS Chromosome	72	2
3250	Bacteria	Listeria monocytogenes (firmicutes) Lm60	2014-08	1	0	4	|GCA_000746625.1|GCF_000746625.1|Listeria monocytogenes (firmicutes) Lm60|CP009258.1|ANONYMOUS Chromosome	7	0
3251	Bacteria	Listeria monocytogenes (firmicutes) LM850658	2015-07	1	1	2	|GCA_001188655.1|GCF_001188655.1|Listeria monocytogenes (firmicutes) LM850658|CP009242.1|ANONYMOUS Chromosome	41	0
3252	Bacteria	Listeria monocytogenes (firmicutes) Lm N1546	2015-12	2	0	3	|GCA_001483445.1|GCF_001483445.1|Listeria monocytogenes (firmicutes) Lm N1546|CP013725.1|pLmN1546 Plasmid|CP013724.1|ANONYMOUS Chromosome	7	0
3253	Bacteria	Listeria monocytogenes (firmicutes) MF4545	2017-12	2	0	3	|GCA_002848505.1|GCF_002848505.1|Listeria monocytogenes (firmicutes) MF4545|CP025444.1|pMF4545 Plasmid|CP025443.1|ANONYMOUS Chromosome	4	0
3254	Bacteria	Listeria monocytogenes (firmicutes) MF4562	2017-12	1	0	3	|GCA_002848425.1|GCF_002848425.1|Listeria monocytogenes (firmicutes) MF4562|CP025442.1|ANONYMOUS Chromosome	4	0
3255	Bacteria	Listeria monocytogenes (firmicutes) MF4624	2017-12	2	1	3	|GCA_002843525.1|GCF_002843525.1|Listeria monocytogenes (firmicutes) MF4624|CP025260.1|pMF4624 Plasmid|CP025259.1|ANONYMOUS Chromosome	4	0
3256	Bacteria	Listeria monocytogenes (firmicutes) MF4626	2017-12	2	0	3	|GCA_002831485.1|GCF_002831485.1|Listeria monocytogenes (firmicutes) MF4626|CP025083.1|pMF4626 Plasmid|CP025082.1|ANONYMOUS Chromosome	4	0
3257	Bacteria	Listeria monocytogenes (firmicutes) MF4697	2017-12	2	1	3	|GCA_002848465.1|GCF_002848465.1|Listeria monocytogenes (firmicutes) MF4697|CP025438.1|ANONYMOUS Chromosome|CP025439.1|pMF4697 Plasmid	4	0
3258	Bacteria	Listeria monocytogenes (firmicutes) MF6172	2017-12	2	1	3	|GCA_002848485.1|GCF_002848485.1|Listeria monocytogenes (firmicutes) MF6172|CP025440.1|ANONYMOUS Chromosome|CP025441.1|pMF6172 Plasmid	4	0
3259	Bacteria	Listeria monocytogenes (firmicutes) MOD1_LS152	2017-04	1	0	1	|GCA_002105655.1|GCF_002105655.1|Listeria monocytogenes (firmicutes) MOD1_LS152|CP020830.1|ANONYMOUS Chromosome	4	0
3260	Bacteria	Listeria monocytogenes (firmicutes) N1-011A	2013-08	2	2	3	|GCA_000438685.2|GCF_000438685.2|Listeria monocytogenes (firmicutes) N1-011A|CP006611.1|unnamed Plasmid|CP006597.1|ANONYMOUS Chromosome	59	1
3261	Bacteria	Listeria monocytogenes (firmicutes) N12-0935	2019-04	2	1	4	|GCA_004768685.1||Listeria monocytogenes (firmicutes) N12-0935|CP038643.1|pLmN12-0935 Plasmid|CP038642.1|ANONYMOUS Chromosome	21	0
3262	Bacteria	Listeria monocytogenes (firmicutes) NCCP 15743	2019-04	1	1	3	|GCA_004771195.1||Listeria monocytogenes (firmicutes) NCCP 15743|CP029175.1|ANONYMOUS Chromosome	17	0
3263	Bacteria	Listeria monocytogenes (firmicutes) NCTC10357	2017-08	1	1	4	|GCA_900187225.1|GCF_900187225.1|Listeria monocytogenes (firmicutes) NCTC10357|LT906436.1|1 Chromosome	40	0
3264	Bacteria	Listeria monocytogenes (firmicutes) NCTC7973	2018-12	1	1	4	|GCA_900637785.1||Listeria monocytogenes (firmicutes) NCTC7973|LR134397.1|ERS1473319SCcontig000001 Chromosome	34	0
3265	Bacteria	Listeria monocytogenes (firmicutes) NCTC7974	2018-12	6	1	4	|GCA_900637775.1||Listeria monocytogenes (firmicutes) NCTC7974|LR134400.1|ERS1473320SCcontig000003 Plasmid|LR134399.1|ERS1473320SCcontig000002 Plasmid|LR134403.1|ERS1473320SCcontig000006 Plasmid|LR134401.1|ERS1473320SCcontig000004 Plasmid|LR134398.1|ERS1473320SCcontig000001 Chromosome|LR134402.1|ERS1473320SCcontig000005 Plasmid	34	0
3266	Bacteria	Listeria monocytogenes (firmicutes) NH1	2018-03	1	0	3	|GCA_002969195.1|GCF_002969195.1|Listeria monocytogenes (firmicutes) NH1|CP021325.1|ANONYMOUS Chromosome	4	0
3267	Bacteria	Listeria monocytogenes (firmicutes) PIR00540	2018-04	2	0	3	|GCA_003043895.1|GCF_003043895.1|Listeria monocytogenes (firmicutes) PIR00540|CP025568.1|ANONYMOUS Chromosome|CP025569.1|pPIR00540 Plasmid	4	0
3268	Bacteria	Listeria monocytogenes (firmicutes) PIR00543	2018-04	1	1	4	|GCA_003031935.1|GCF_003031935.1|Listeria monocytogenes (firmicutes) PIR00543|CP025221.1|ANONYMOUS Chromosome	18	0
3269	Bacteria	Listeria monocytogenes (firmicutes) PIR00545	2018-04	2	2	4	|GCA_003031975.1|GCF_003031975.1|Listeria monocytogenes (firmicutes) PIR00545|CP025561.1|pPIR00545 Plasmid|CP025560.1|ANONYMOUS Chromosome	53	1
3270	Bacteria	Listeria monocytogenes (firmicutes) PNUSAL000096	2017-04	1	1	4	|GCA_002105695.1|GCF_002105695.1|Listeria monocytogenes (firmicutes) PNUSAL000096|CP020832.1|ANONYMOUS Chromosome	28	0
3271	Bacteria	Listeria monocytogenes (firmicutes) PNUSAL000144	2017-04	1	2	3	|GCA_002105675.1|GCF_002105675.1|Listeria monocytogenes (firmicutes) PNUSAL000144|CP020831.1|ANONYMOUS Chromosome	60	0
3272	Bacteria	Listeria monocytogenes (firmicutes) R2-502	2013-07	2	3	3	|GCA_000438585.1|GCF_000438585.1|Listeria monocytogenes (firmicutes) R2-502|CP006595.1|unnamed Plasmid|CP006594.1|ANONYMOUS Chromosome	59	4
3273	Bacteria	Listeria monocytogenes (firmicutes) WSLC 1019	2015-12	1	0	2	|GCA_001454865.1|GCF_001454865.1|Listeria monocytogenes (firmicutes) WSLC 1019|CP013286.1|ANONYMOUS Chromosome	10	0
3274	Bacteria	Listeria monocytogenes (firmicutes) WSLC 1020	2015-12	1	0	2	|GCA_001454885.1|GCF_001454885.1|Listeria monocytogenes (firmicutes) WSLC 1020|CP013287.1|ANONYMOUS Chromosome	10	0
3275	Bacteria	Listeria monocytogenes FSL J1-208 (firmicutes)	2012-02	2	1	3	|GCA_000250715.1|GCF_000250715.1|Listeria monocytogenes FSL J1-208 (firmicutes)|CM001470.1|plasmid_scaffold Plasmid|CM001469.1|Chromosome_scaffold1 Chromosome	18	0
3276	Bacteria	Listeria monocytogenes FSL R2-561 (firmicutes)	2011-09	1	0	3	|GCA_000168575.2|GCF_000168575.2|Listeria monocytogenes FSL R2-561 (firmicutes)|CP002003.1|ANONYMOUS Chromosome	4	0
3277	Bacteria	Listeria monocytogenes HCC23 (firmicutes)	2008-12	1	1	2	|GCA_000021185.1|GCF_000021185.1|Listeria monocytogenes HCC23 (firmicutes)|CP001175.1|ANONYMOUS Chromosome	32	1
3278	Bacteria	Listeria monocytogenes J0161 (firmicutes)	2011-09	1	2	4	|GCA_000168635.2|GCF_000168635.2|Listeria monocytogenes J0161 (firmicutes)|CP002001.1|ANONYMOUS Chromosome	54	2
3279	Bacteria	Listeria monocytogenes L99 (firmicutes)	2010-09	1	1	2	|GCA_000209755.1|GCF_000209755.1|Listeria monocytogenes L99 (firmicutes)|FM211688.1|ANONYMOUS Chromosome	32	1
3280	Bacteria	Listeria monocytogenes M7 (firmicutes)	2011-06	1	1	2	|GCA_000218305.1|GCF_000218305.1|Listeria monocytogenes M7 (firmicutes)|CP002816.1|ANONYMOUS Chromosome	32	1
3281	Bacteria	Listeria monocytogenes R479a (firmicutes)	2014-03	2	0	3	|GCA_000613085.1|GCF_000613085.1|Listeria monocytogenes R479a (firmicutes)|HG813248.1|II Plasmid|HG813247.1|I Chromosome	7	0
3282	Bacteria	Listeria monocytogenes serotype 1/2a str. 01-1280 (firmicutes)	2014-02	1	0	3	|GCA_000567965.1||Listeria monocytogenes serotype 1/2a str. 01-1280 (firmicutes)|CP006940.1|ANONYMOUS Chromosome	7	0
3283	Bacteria	Listeria monocytogenes serotype 1/2a str. 01-1468 (firmicutes)	2017-06	1	0	3	|GCA_002214025.1||Listeria monocytogenes serotype 1/2a str. 01-1468 (firmicutes)|CP007527.1|ANONYMOUS Chromosome	7	0
3284	Bacteria	Listeria monocytogenes serotype 1/2a str. 01-5252 (firmicutes)	2017-06	1	0	3	|GCA_002213525.1||Listeria monocytogenes serotype 1/2a str. 01-5252 (firmicutes)|CP007538.1|ANONYMOUS Chromosome	7	0
3285	Bacteria	Listeria monocytogenes serotype 1/2a str. 01-6771 (firmicutes)	2017-08	1	0	4	|GCA_002240245.1||Listeria monocytogenes serotype 1/2a str. 01-6771 (firmicutes)|CP008703.1|ANONYMOUS Chromosome	7	0
3286	Bacteria	Listeria monocytogenes serotype 1/2a str. 02-5993 (firmicutes)	2017-06	1	0	3	|GCA_002213545.1|GCF_002213545.1|Listeria monocytogenes serotype 1/2a str. 02-5993 (firmicutes)|CP007007.1|ANONYMOUS Chromosome	7	0
3287	Bacteria	Listeria monocytogenes serotype 1/2a str. 03-5473 (firmicutes)	2017-08	1	0	7	|GCA_002240265.1||Listeria monocytogenes serotype 1/2a str. 03-5473 (firmicutes)|CP008773.1|ANONYMOUS Chromosome	7	0
3288	Bacteria	Listeria monocytogenes serotype 1/2a str. 04-5457 (firmicutes)	2017-06	1	0	3	|GCA_002213565.1|GCF_002213565.1|Listeria monocytogenes serotype 1/2a str. 04-5457 (firmicutes)|CP007008.1|ANONYMOUS Chromosome	7	0
3289	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-6056 (firmicutes)	2017-06	1	0	3	|GCA_002213585.1|GCF_002213585.1|Listeria monocytogenes serotype 1/2a str. 08-6056 (firmicutes)|CP007009.1|ANONYMOUS Chromosome	7	0
3290	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-6569 (firmicutes)	2014-01	1	0	3	|GCA_000513595.1|GCF_000513595.1|Listeria monocytogenes serotype 1/2a str. 08-6569 (firmicutes)|CP006858.1|ANONYMOUS Chromosome	7	0
3291	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-6997 (firmicutes)	2014-01	1	0	3	|GCA_000513635.1|GCF_000513635.1|Listeria monocytogenes serotype 1/2a str. 08-6997 (firmicutes)|CP006859.1|ANONYMOUS Chromosome	7	0
3292	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-7362 (firmicutes)	2017-08	1	0	3	|GCA_002953995.1||Listeria monocytogenes serotype 1/2a str. 08-7362 (firmicutes)|CP008765.1|ANONYMOUS Chromosome	7	0
3293	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-7363 (firmicutes)	2017-08	1	0	3	|GCA_003433435.1||Listeria monocytogenes serotype 1/2a str. 08-7363 (firmicutes)|CP008766.1|ANONYMOUS Chromosome	7	0
3294	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-7364 (firmicutes)	2017-08	1	0	3	|GCA_003433455.1||Listeria monocytogenes serotype 1/2a str. 08-7364 (firmicutes)|CP008767.1|ANONYMOUS Chromosome	7	0
3295	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-7374 (firmicutes)	2017-06	1	0	3	|GCA_002213605.1|GCF_002213605.1|Listeria monocytogenes serotype 1/2a str. 08-7374 (firmicutes)|CP007010.1|ANONYMOUS Chromosome	7	0
3296	Bacteria	Listeria monocytogenes serotype 1/2a str. 08-7669 (firmicutes)	2017-06	1	0	3	|GCA_002213625.1|GCF_002213625.1|Listeria monocytogenes serotype 1/2a str. 08-7669 (firmicutes)|CP007011.1|ANONYMOUS Chromosome	7	0
3297	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0812 (firmicutes)	2017-07	1	1	4	|GCA_002214125.1|GCF_002214125.1|Listeria monocytogenes serotype 1/2a str. 10-0812 (firmicutes)|CP007170.1|ANONYMOUS Chromosome	39	3
3298	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0813 (firmicutes)	2017-07	1	1	4	|GCA_002214145.1|GCF_002214145.1|Listeria monocytogenes serotype 1/2a str. 10-0813 (firmicutes)|CP007171.1|ANONYMOUS Chromosome	39	3
3299	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0814 (firmicutes)	2017-06	1	0	3	|GCA_002214045.1|GCF_002214045.1|Listeria monocytogenes serotype 1/2a str. 10-0814 (firmicutes)|CP008836.1|ANONYMOUS Chromosome	7	0
3300	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0815 (firmicutes)	2014-01	1	0	3	|GCA_000513655.1|GCF_000513655.1|Listeria monocytogenes serotype 1/2a str. 10-0815 (firmicutes)|CP006860.1|ANONYMOUS Chromosome	7	0
3301	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0819 (firmicutes)	2017-08	1	0	3	|GCA_003433475.1||Listeria monocytogenes serotype 1/2a str. 10-0819 (firmicutes)|CP008768.1|ANONYMOUS Chromosome	7	0
3302	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0933 (firmicutes)	2017-06	1	1	3	|GCA_002213845.1|GCF_002213845.1|Listeria monocytogenes serotype 1/2a str. 10-0933 (firmicutes)|CP007199.1|ANONYMOUS Chromosome	29	0
3303	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-0934 (firmicutes)	2017-06	1	1	3	|GCA_002213865.1|GCF_002213865.1|Listeria monocytogenes serotype 1/2a str. 10-0934 (firmicutes)|CP007200.1|ANONYMOUS Chromosome	29	0
3304	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-1046 (firmicutes)	2017-06	1	0	3	|GCA_002213645.1|GCF_002213645.1|Listeria monocytogenes serotype 1/2a str. 10-1046 (firmicutes)|CP007017.1|ANONYMOUS Chromosome	7	0
3305	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-1047 (firmicutes)	2014-01	1	0	3	|GCA_000513675.1|GCF_000513675.1|Listeria monocytogenes serotype 1/2a str. 10-1047 (firmicutes)|CP006861.1|ANONYMOUS Chromosome	7	0
3306	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-1321 (firmicutes)	2017-06	1	0	3	|GCA_002213665.1|GCF_002213665.1|Listeria monocytogenes serotype 1/2a str. 10-1321 (firmicutes)|CP007018.1|ANONYMOUS Chromosome	7	0
3307	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-4754 (firmicutes)	2017-06	1	0	2	|GCA_002213805.1|GCF_002213805.1|Listeria monocytogenes serotype 1/2a str. 10-4754 (firmicutes)|CP007197.1|ANONYMOUS Chromosome	9	0
3308	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-4758 (firmicutes)	2017-06	1	0	2	|GCA_002213825.1|GCF_002213825.1|Listeria monocytogenes serotype 1/2a str. 10-4758 (firmicutes)|CP007198.1|ANONYMOUS Chromosome	9	0
3309	Bacteria	Listeria monocytogenes serotype 1/2a str. 10-5024 (firmicutes)	2017-06	1	0	3	|GCA_002213905.1|GCF_002213905.1|Listeria monocytogenes serotype 1/2a str. 10-5024 (firmicutes)|CP008837.1|ANONYMOUS Chromosome	7	0
3310	Bacteria	Listeria monocytogenes serotype 1/2a str. 11-4254 (firmicutes)	2017-08	1	0	3	|GCA_003433495.1||Listeria monocytogenes serotype 1/2a str. 11-4254 (firmicutes)|CP008769.1|ANONYMOUS Chromosome	7	0
3311	Bacteria	Listeria monocytogenes serotype 1/2a str. 88-0478 (firmicutes)	2014-01	1	0	3	|GCA_000513695.1|GCF_000513695.1|Listeria monocytogenes serotype 1/2a str. 88-0478 (firmicutes)|CP006862.1|ANONYMOUS Chromosome	7	0
3312	Bacteria	Listeria monocytogenes serotype 1/2a str. 95-0093 (firmicutes)	2017-06	1	0	3	|GCA_002213685.1|GCF_002213685.1|Listeria monocytogenes serotype 1/2a str. 95-0093 (firmicutes)|CP007019.1|ANONYMOUS Chromosome	7	0
3313	Bacteria	Listeria monocytogenes serotype 1/2a str. 98-0291 (firmicutes)	2017-08	1	0	4	|GCA_003433575.1||Listeria monocytogenes serotype 1/2a str. 98-0291 (firmicutes)|CP008771.1|ANONYMOUS Chromosome	7	0
3314	Bacteria	Listeria monocytogenes serotype 1/2a str. 98-2035 (firmicutes)	2017-06	1	0	3	|GCA_002213705.1|GCF_002213705.1|Listeria monocytogenes serotype 1/2a str. 98-2035 (firmicutes)|CP007020.1|ANONYMOUS Chromosome	7	0
3315	Bacteria	Listeria monocytogenes serotype 1/2a str. 99-6370 (firmicutes)	2017-06	1	0	3	|GCA_002213725.1|GCF_002213725.1|Listeria monocytogenes serotype 1/2a str. 99-6370 (firmicutes)|CP007021.1|ANONYMOUS Chromosome	7	0
3316	Bacteria	Listeria monocytogenes serotype 1/2a str. 99-6871 (firmicutes)	2017-08	1	0	4	|GCA_003433595.1||Listeria monocytogenes serotype 1/2a str. 99-6871 (firmicutes)|CP008772.1|ANONYMOUS Chromosome	7	0
3317	Bacteria	Listeria monocytogenes serotype 1/2c str. 10-5025 (firmicutes)	2017-06	1	0	3	|GCA_002213745.1|GCF_002213745.1|Listeria monocytogenes serotype 1/2c str. 10-5025 (firmicutes)|CP007194.1|ANONYMOUS Chromosome	4	0
3318	Bacteria	Listeria monocytogenes serotype 1/2c str. 10-5026 (firmicutes)	2017-06	1	0	3	|GCA_002213765.1|GCF_002213765.1|Listeria monocytogenes serotype 1/2c str. 10-5026 (firmicutes)|CP007195.1|ANONYMOUS Chromosome	4	0
3319	Bacteria	Listeria monocytogenes serotype 3a str. 88-1059 (firmicutes)	2017-08	1	0	3	|GCA_003433535.1||Listeria monocytogenes serotype 3a str. 88-1059 (firmicutes)|CP008770.1|ANONYMOUS Chromosome	7	0
3320	Bacteria	Listeria monocytogenes serotype 3c str. 10-5027 (firmicutes)	2017-06	1	0	3	|GCA_002213785.1|GCF_002213785.1|Listeria monocytogenes serotype 3c str. 10-5027 (firmicutes)|CP007196.1|ANONYMOUS Chromosome	4	0
3321	Bacteria	Listeria monocytogenes serotype 7 str. SLCC2482 (firmicutes)	2012-09	2	3	3	|GCA_000210795.2|GCF_000210795.2|Listeria monocytogenes serotype 7 str. SLCC2482 (firmicutes)|FR720325.1|NC_018591.1 Chromosome|FR667690.1|pLM7UG1 Plasmid	59	1
3322	Bacteria	Listeria monocytogenes SLCC2372 (firmicutes)	2012-09	2	1	3	|GCA_000210815.2|GCF_000210815.2|Listeria monocytogenes SLCC2372 (firmicutes)|FR667691.1|pLM1-2cUG1 Plasmid|FR733648.1|NC_018588.1 Chromosome	4	0
3323	Bacteria	Listeria monocytogenes SLCC2376 (firmicutes)	2012-09	1	0	2	|GCA_000307065.1|GCF_000307065.1|Listeria monocytogenes SLCC2376 (firmicutes)|FR733651.1|ANONYMOUS Chromosome	10	0
3324	Bacteria	Listeria monocytogenes SLCC2479 (firmicutes)	2012-09	1	0	3	|GCA_000307005.1|GCF_000307005.1|Listeria monocytogenes SLCC2479 (firmicutes)|FR733649.1|ANONYMOUS Chromosome	4	0
3325	Bacteria	Listeria monocytogenes SLCC2540 (firmicutes)	2012-09	1	1	3	|GCA_000306905.1|GCF_000306905.1|Listeria monocytogenes SLCC2540 (firmicutes)|FR733645.1|NC_018586.1 Chromosome	21	0
3326	Bacteria	Listeria monocytogenes SLCC2755 (firmicutes)	2012-09	2	3	3	|GCA_000197755.2|GCF_000197755.2|Listeria monocytogenes SLCC2755 (firmicutes)|FR667692.1|pLM1-2bUG1 Plasmid|FR733646.1|NC_018587.1 Chromosome	59	0
3327	Bacteria	Listeria monocytogenes SLCC5850 (firmicutes)	2012-09	1	1	4	|GCA_000307045.1|GCF_000307045.1|Listeria monocytogenes SLCC5850 (firmicutes)|FR733647.1|ANONYMOUS Chromosome	34	0
3328	Bacteria	Listeria monocytogenes SLCC7179 (firmicutes)	2012-09	1	0	1	|GCA_000306985.1|GCF_000306985.1|Listeria monocytogenes SLCC7179 (firmicutes)|FR733650.1|ANONYMOUS Chromosome	3	0
3329	Bacteria	Listeria monocytogenes WSLC1001 (firmicutes)	2014-02	1	1	4	|GCA_000568475.1|GCF_000568475.1|Listeria monocytogenes WSLC1001 (firmicutes)|CP007160.1|ANONYMOUS Chromosome	34	1
3330	Bacteria	Listeria seeligeri FSL N1-067 (firmicutes)	2010-12	1	2	1	|GCA_000183945.1|GCF_000183945.1|Listeria seeligeri FSL N1-067 (firmicutes)|CM001051.1|Pseudochromosome Chromosome	1	0
3331	Bacteria	Listeria seeligeri serovar 1/2b str. SLCC3954 (firmicutes)	2010-02	1	2	7	|GCA_000027145.1|GCF_000027145.1|Listeria seeligeri serovar 1/2b str. SLCC3954 (firmicutes)|FN557490.1|ANONYMOUS Chromosome	64	0
3332	Bacteria	Listeria weihenstephanensis (firmicutes) WS 4560	2017-03	2	2	7	|GCA_003534205.1||Listeria weihenstephanensis (firmicutes) WS 4560|CP011103.1|Unknown Virus Segment|CP011102.1|ANONYMOUS Chromosome	74	0
3333	Bacteria	Luteipulveratus mongoliensis (high GC Gram+) MN07-A0370	2015-08	1	1	4	|GCA_001190945.1|GCF_001190945.1|Luteipulveratus mongoliensis (high GC Gram+) MN07-A0370|CP011112.1|ANONYMOUS Chromosome	25	0
3334	Bacteria	Lutibacter profundi (CFB group bacteria) LP1	2016-02	1	2	7	|GCA_001543325.1|GCF_001543325.1|Lutibacter profundi (CFB group bacteria) LP1|CP013355.1|ANONYMOUS Chromosome	30	0
3335	Bacteria	Lutibacter sp. LPB0138 (CFB group bacteria)	2016-10	1	1	1	|GCA_001761325.1|GCF_001761325.1|Lutibacter sp. LPB0138 (CFB group bacteria)|CP017478.1|ANONYMOUS Chromosome	33	0
3336	Bacteria	Macrococcus sp. IME1552 (firmicutes)	2017-09	1	1	4	|GCA_002313045.1|GCF_002313045.1|Macrococcus sp. IME1552 (firmicutes)|CP017156.1|ANONYMOUS Chromosome	16	0
3337	Bacteria	Magnetococcus marinus MC-1 (a-proteobacteria)	2006-11	1	1	2	|GCA_000014865.1|GCF_000014865.1|Magnetococcus marinus MC-1 (a-proteobacteria)|CP000471.1|ANONYMOUS Chromosome	136	0
3338	Bacteria	Magnetospira sp. QH-2 (a-proteobacteria)	2014-02	2	1	5	|GCA_000968135.1|GCF_000968135.1|Magnetospira sp. QH-2 (a-proteobacteria)|FO538766.1|MGMAQ_p Plasmid|FO538765.1|ANONYMOUS Chromosome	37	4
3339	Bacteria	Mahella australiensis 50-1 BON (firmicutes)	2011-05	1	2	4	|GCA_000213255.1|GCF_000213255.1|Mahella australiensis 50-1 BON (firmicutes)|CP002360.1|ANONYMOUS Chromosome	86	0
3340	Bacteria	Mannheimia haemolytica D153 (g-proteobacteria)	2013-07	1	1	4	|GCA_000422145.1|GCF_000422145.1|Mannheimia haemolytica D153 (g-proteobacteria)|CP005972.1|ANONYMOUS Chromosome	16	4
3341	Bacteria	Mannheimia haemolytica D171 (g-proteobacteria)	2013-07	1	1	3	|GCA_000427275.1|GCF_000427275.1|Mannheimia haemolytica D171 (g-proteobacteria)|CP006573.1|ANONYMOUS Chromosome	4	0
